OnHold	Id	Prewords	Keywords	Paraphrase	Example	Origin	References	Comment
	24400	the	devil to pay	dire consequences	If you go ahead with that plan, there will be the devil to pay.	Alludes to the historical nautical practice of sealing, or paying, with tar or pitch the seam, known as the devil, where the deck meets the sides of a ship.		The historically complete phrase, no longer used, includes \
**	24500		devil-may-care	carefree				
**	24600		diamond in the rough	of unrecognized potential				
	24700		did not break a sweat	exerted no effort	Andy aced every test and did not break a sweat.			
**	24800	the	die is cast	the process is underway		metal casting?		
	24900		die on the vine	wither away	Andy’s proposition died on the vine because he couldn’t get any backers.			
**	25000		dig in			military – foxholes, trenches		
	25100	a	dime a dozen	common	Realtors are a dime a dozen around here. You can hardly escape them.			
**	25200		ditty bag			small toll or personals bag		
	25300		do the math	put the evidence together	Andy needs to be there on Monday, but there are no flights before late Sunday afternoon. You can do the math.			Implies a conclusion that is obvious from the evidence.
	25400		dodge a bullet	avoid serious consequences	Andy really dodged a bullet when they discovered that his tumor was benign.			
	25500	a	dog and pony show	superficial demonstration	It’s just a dog and pony show to grab their attention. Then we can show them what the product can really do.	Alludes to the tradition of trained animals acts being included in Vaudeville shows.		
**	25600	the	dog days	days of lethargy				
	25700		door number (number)	option (number)	After hearing all the alternatives Andy opted for door number two.	Alludes to the TV game show <b><i>Let’s Make a Deal</i></b> where contestants chose one of three doors to receive as a prize whatever was behind it.		The number is almost always 1, 2, or 3.
	25800		double cross (or double-cross)	betray	We’ve been double crossed. Andy said he’d cooperate with us but instead he took his idea to our competitor.			
	25900		double down	recommit strongly	Andy’s not only refusing to apologize, she’s doubling down on her insults.	Alludes to the card game blackjack or 21 where one can play two hands at once if initially dealt a pair.		
	26000		double-edged (or two-edged) sword	situation with both pros and cons	Andy’s presence is a double-edged sword, isn’t it? He’s quite smart and has good ideas, but he’s difficult to work with.			
**	26100		down a (or the) rabbit hole					
	26200		down at the heels	impoverished	They didn’t manage their wealth intelligently, so they’re a bit down at the heels.	Alludes to the fact that old, well-used shoes will get worn down at the heels.		Implies that the impoverished was or were previously well off.
	26300		down for the count	completely out of energy	Andy’s down for the count. She’s exhausted and already in bed.	Alludes to boxing (or wrestling), where one competitor loses by being unable to rise (or escape) for a count of 10 (or 3).		
	26400		down to brass tacks	down to the essentials	OK, team, we’ve spent too much time on trivialities. It’s time to get down to brass tacks.			
	26500		down to the wire	undecided until the very end	The election went down to the wire. It was determined by the last few hundred votes.	Alludes to horse or foot racing, where the winner is the first to reach a wire, tape, or similar line suspended across the finish line. 		
**	26600		drawing a blank					
	26700		dress rehearsal	realistic practice	Andy wanted a dress rehearsal of her interview, so we grilled her with lots of hard questions.	Alludes to theater, where the final rehearsal before opening is performed in full dress.		
	26800		dressed to the nines	dressed in (one’s) finest	It was prom night and the kids were all dressed to the nines.			
	26900		drink the Kool-Aid	uncritically believe	Andy clearly drank the Kool-Aid. She’s mindlessly parroting the cult’s dogma.			
**	27000		drop a dime (or penny)	expose misdoings	We can trust Andy with our secret. He won’t drop a dime on us.			
	27100		drop the ball	fail (one’s) responsibilities	I confess that I dropped the ball on that assignment.			
	27200	a	dry hole	a fruitless effort	That experiment was a dry hole. We got absolutely no useful results from it.	Alludes to drilling wells in search of oil or water, where a dry well is obviously a failure.		
	27300	a	dry run	realistic practice	Andy wanted a dry run of her interview, so we grilled her with lots of hard questions.			
	27400		dyed in the wool (or dyed-in-the-wool)	absolute	Andy grew up in Texas so she’s a dyed-in-the-wool Cowboys fan.	Alludes to dyeing wool, where dyeing the wool before spinning results in more lasting color.		
GroupE
	27500		earn (one’s) stripes	earn (one’s) credentials	Andy’s earned his stripes and is definitely ready for more responsibility.	Alludes to the military, where stripes are in some situations an indication of rank.		
	27600		eat (one’s) lunch	completely defeat (one)	He thought he was good at poker, but Andy ate his lunch.			
	27700		eat crow	admit (one’s) error	Andy had to eat crow after his solution proved unworkable.			Implies that one strongly advocated for the error.
	27800		eat humble pie	admit (one’s) error	Andy had to eat humble pie after his solution proved unworkable.	Alludes to the word \		Implies that one strongly advocated for the error.
	27900		El Dorado	great rewards	Andy’s never satisfied; she’s always looking for El Dorado.	Alludes to the mythical city of El Dorado that was made of gold.		
**	28000		elbow grease	hard work				usually physical, as in scrubbing dishes
	28100	the	elephant in the room	the obvious but unacknowledged issue	Everyone’s excited about Carey’s great idea, but the elephant in the room is that there’s no budget for it.			
	28200		elevator pitch	the broad outline	I don’t have much time. Just give me the elevator pitch.			
	28300	the	eleventh hour	the last moment	Why does the customer always come up with these requests at the eleventh hour?	Possibly alludes to the prototypical work day running from 6am to 6pm, where anything happening in the eleventh hour was very late in the day.		
	28400	the	emperor has no clothes	the person’s stature is all pretense	Andy always presents himself as a great CEO, but we all know that the emperor has no clothes.	Alludes to <b><i>The Emperor’s New Clothes</i></b>, a tale by Hans Christian Andersen.		
	28500	the	end game	the final stages	They’ve agreed on all the major points, and now the negotiations are in the end game.	Alludes to chess, where the game is considered to proceed in three phases: opening, mid-game, and end game.		
